id,type,status,priority,evidence_count,active_score,passive_score,reactivation_pressure,created_at,title,evidence_snippet
177,phrase,cooling_down,0.7,0,0,0,low,2026-06-09 13:13:09,al despertarte,"quiero aprender estes verbos

✔️ Распорядок дня:
• Despertarse — просыпаться
• Levantarse — вставать
• Ducharse — принимать душ
• Lavarse — мыться
• Afeitarse — бриться
• Peinarse — расчёсываться
• Maquillarse — краситься
• Vestirse — одеваться
• Ponerse — надевать
• Acostarse — ложиться спать
• Dormirse — засыпать

Движение и положение: 
• Sentarse — садиться 
• Irse — уходить, уезжать
• Acercarse — приближаться 
• Perderse — теряться, пропускать что-то

Эмоции и состояния: 
• Sentirse — чувствовать себя 
• Enamorarse — влюбляться 
• Divertirse — веселиться 
• Aburrirse — скучать 
• Enojarse / enfadarse — злиться 
• Preocuparse — беспокоиться 
• Quejarse — жаловаться 
• Callarse — замолчать

Осознанные действия:
• Olvidarse — забывать 
•  Darse cuenta — осознавать 
• Quedarse — оставаться 
• Atreverse — осмеливаться 

💡 Многие глаголы меняют значение в возвратной и невозвратной форме. 
Dormir — спать, dormirse— засыпать.
 Ir — идти, irse — уходить. 
Poner — класть, ponerse — надевать."
171,phrase,cooling_down,0.7,5,0.15000000000000002,0.2,high,2026-06-08 08:56:55,te entiendo perfectamente,Cuando hay muchas ondas en el mar prefiero sentarme más lejos
170,word,cooling_down,0.7,0,0,0,low,2026-06-08 08:56:55,brisa marina,Cuando hay muchas ondas en el mar prefiero sentarme más lejos
169,word,cooling_down,0.7,0,0,0,low,2026-06-08 08:56:55,bravo,Cuando hay muchas ondas en el mar prefiero sentarme más lejos
165,word,cooling_down,0.7,0,0,0,low,2026-06-07 17:40:00,obsidiana,Quiero encontrar un trozo de obsidiana
160,word,cooling_down,0.7,0,0,0,low,2026-06-06 17:57:52,planificar,Te agradezco mucho todo lo que me ayudas
159,phrase,cooling_down,0.7,1,0,0.1,low,2026-06-06 17:57:52,te ayudará a conectar mejor,Te agradezco mucho todo lo que me ayudas
154,phrase,cooling_down,0.7,0,0,0,low,2026-06-06 17:55:18,agradecer con naturalidad,Traduzca agradecer con naturalidad a ruso
153,phrase,cooling_down,0.7,0,0,0,low,2026-06-06 08:45:54,temporada vs fin de semana / momento,Entonces no puedo decir que el fin de semana es una temporada
150,grammar_point,cooling_down,0.7,0,0,0,low,2026-06-05 18:11:14,palabras esdrújulas,¿Qué es esdrújula?
141,word,cooling_down,0.7,0,0,0,low,2026-06-05 18:06:51,destacarse,¿Y qué es destacarse?
134,word,cooling_down,0.7,0,0,0,low,2026-06-04 09:56:34,patinete,hulajnoga en español
128,grammar_point,cooling_down,0.7,0,0,0,low,2026-06-04 07:18:48,la última vez + pretérito indefinido,En el gimnasio suelo escuchar Natalia Oreiro o Shakira. Pero la última vez escuché el podcast Philosophize this
127,phrase,cooling_down,0.7,4,0.8500000000000001,0,low,2026-06-04 07:18:48,suelo + infinitivo,En el gimnasio suelo escuchar Natalia Oreiro o Shakira. Pero la última vez escuché el podcast Philosophize this
126,word,cooling_down,0.7,0,0,0,low,2026-06-04 07:00:18,retrato,"Revisa `## Perfil del aprendiz`: si hay un nombre real, puedes usarlo; si no hay un nombre real o aparece como `—`, NO lo preguntes y no hagas onboarding. Revisa `## Perfil actual del aprendiz`: integra como tutor hasta una expresión de `Vocabulario receptivo`; si hay `Vocabulario productivo`, crea una necesidad comunicativa breve para que la persona pueda producir una expresión. No finjas vida humana propia. Nunca muestres nombres de modo, marcadores del sistema ni estado interno. Solo texto natural en español."
124,word,cooling_down,0.7,0,0,0,low,2026-06-03 20:36:54,el interior del coche,салон автомобиля en español
122,phrase,cooling_down,0.7,0,0,0,low,2026-06-03 20:34:24,quedarse sin un lugar donde tirar los restos de comida,¿Cómo se dice огрызок яблока en español?
121,phrase,cooling_down,0.7,0,0,0,low,2026-06-03 20:34:24,corazón de manzana,¿Cómo se dice огрызок яблока en español?
119,phrase,cooling_down,0.7,1,0,0.1,low,2026-06-03 19:51:11,dar un paso hacia,make a step towards en español
110,phrase,cooling_down,0.7,0,0,0,low,2026-06-03 19:46:22,susurrar,Se dice **susurrar**.
103,phrase,cooling_down,0.7,0,0,0,low,2026-06-03 19:21:12,hacer el check-in,necesitas hacer el check-in
101,phrase,cooling_down,0.7,1,0,0,low,2026-06-03 19:21:12,charlar contigo,"Vale, nececito charlar contigo para mejorar mi españos"
100,word,cooling_down,0.7,0,0,0,low,2026-06-03 19:19:48,caridad / filantropía,¿Cómo se dice благотворительность en español?
99,phrase,cooling_down,0.7,0,0,0,low,2026-06-03 19:19:48,caridad,Se dice caridad
98,word,cooling_down,0.7,0,0,0,low,2026-06-03 19:19:01,transferir,¿Cómo se dice transfer the money en español?
97,phrase,cooling_down,0.7,0,0,0,low,2026-06-03 19:19:01,transferir el dinero,¿Cómo se dice transfer the money en español? Se dice transferir el dinero.
92,phrase,cooling_down,0.7,0,0,0,low,2026-06-03 18:43:29,jazz ligero,una lista de jazz ligero
91,phrase,cooling_down,0.7,0,0,0,low,2026-06-03 18:43:29,bossa nova,una lista de bossa nova
85,phrase,cooling_down,0.7,0,0,0,low,2026-06-03 18:29:51,montar la tienda,montar la tienda de campaña
83,phrase,cooling_down,0.7,0,0,0,low,2026-06-03 18:20:34,linterna,¿Qúe es linterna?
81,phrase,cooling_down,0.7,0,0,0,low,2026-06-03 18:13:30,los meses del año,Los meses del año son enero...
75,phrase,cooling_down,0.7,6,0.25,0.2,low,2026-06-03 07:08:49,desconectar después de la jornada laboral,¿Sientes que te ayuda a desconectar después de la jornada laboral?
72,phrase,cooling_down,0.7,2,0.2,0.1,low,2026-06-02 21:10:20,trabajar de forma independiente,Así podrías trabajar cada brazo de forma independiente
71,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 21:10:20,una mancuerna,Una mancuerna es el peso que se sostiene con una sola mano
62,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 21:07:34,se te cae,sientes que el peso se te cae hacia ese lado
61,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 21:07:34,sacan a la luz,los ejercicios más técnicos sacan a la luz esos pequeños desequilibrios
60,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 21:07:34,desequilibrios,sacan a la luz esos pequeños desequilibrios
53,phrase,cooling_down,0.7,1,0.2,0,low,2026-06-02 21:05:41,overhead squats,empecé haciendo overhead squats con 27kg
51,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 21:03:34,tío,"Qué tal, tío?"
50,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 21:03:34,qué tal,"Qué tal, tío?"
49,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 17:30:15,ajustar nuestras charlas,Podré ajustar nuestras charlas según lo que necesites
48,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 17:30:15,empezar nuestra andadura,Para empezar nuestra andadura
46,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 16:47:41,ortografía,¿Te gustaría que nos fijemos más en la ortografía?
45,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 16:47:41,acentuación,a veces dudas con la acentuación en el pasado
6,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 16:46:29,la parte más alta,Sabía que la parte más alta es pico
41,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 16:45:12,clases grupales,¿Prefieres las clases grupales o te gusta más entrenar a tu aire?
40,phrase,cooling_down,0.7,1,0,0.1,low,2026-06-02 16:45:12,a tu aire,entrenar a tu aire
39,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 16:45:12,combinar cardio con pesas,combinar un poco de cardio para la resistencia con pesas para fortalecer los músculos
5,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 16:42:34,parque nacional del teide,en el Parque Nacional del Teide
4,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 16:42:34,paseos tranquilos,paseos más cortos y tranquilos
3,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 16:42:34,rutas de senderismo,¿Sueles hacer rutas largas de senderismo?
1,phrase,cooling_down,0.7,1,0,0.2,low,2026-06-02 16:42:00,las islas canarias,Especialmente a las islas Canarias
37,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 16:23:12,mitad y mitad,Como se dice 50/50 con palabras?
36,register_note,cooling_down,0.7,0,0,0,low,2026-06-02 16:20:17,ser vs estar con adjetivos de personalidad,Qué es despistado?
34,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 16:20:17,perder las llaves,siempre pierdo mis llaves
28,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 16:07:24,llovía a cántaros,mientras llovía a cántaros
26,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 16:06:47,a cántaros,llover a cántaros
24,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 15:33:26,subida,Lo opuesto de bajada es subida.
23,phrase,cooling_down,0.7,0,0,0,low,2026-06-02 15:33:26,lo opuesto,¿Qué es lo opuesto de bajada?
17,phrase,cooling_down,0.7,5,0,0.2,low,2026-06-02 15:31:14,entrenar con pesos,Me entreno con pesos
227,correction,cooling_down,0.5,0,0,0,low,2026-06-17 16:36:01,recuerda la frase → recuerda la frase (correcto),recuerda la frase “da igual”
215,word,cooling_down,0.5,0,0,0,low,2026-06-12 17:58:05,argumento,es сюжет?
185,phrase,cooling_down,0.5,1,0,0.1,low,2026-06-10 07:54:46,faltaría más,De nada
155,phrase,cooling_down,0.5,0,0,0,low,2026-06-06 17:55:18,благодарить от души,Traduzca agradecer con naturalidad a ruso
136,collocation,cooling_down,0.5,0,0,0,low,2026-06-04 18:01:43,ir allí un día,Hola. No estoy planteando un viaje a Canarias ahora mismo. Solo pienso que sea maravilloso ir allí un día
125,word,cooling_down,0.5,0,0,0,low,2026-06-03 20:36:54,el habitáculo,салон автомобиля en español
2,phrase,cooling_down,0.5,0,0,0,low,2026-06-02 16:42:00,paisajes volcánicos,paisajes volcánicos únicos
295,correction,ignored,0.9,0,0,0,medium,2026-07-01 14:27:08,hola → ola,La hola de calor se fue y puedo ir al gimnasio hoy por la tarde
250,correction,ignored,0.9,0,0,0,low,2026-06-25 08:47:35,Me levante → Me levanté,"Hola. Me levante a las ocho y media. Desayuné, tomé un café, leí un poco y ahora estoy trabajando."
247,correction,ignored,0.9,1,0,0.2,high,2026-06-22 18:08:49,Auw → Australia,Argentina contra Auw
237,correction,ignored,0.9,0,0,0,low,2026-06-20 09:55:40,Todo va bien → Todo va bien,Todo va bien
224,correction,ignored,0.9,0,0,0,low,2026-06-16 18:39:30,abrochár → abrochar,Traduzca abrochár a ruso
210,correction,ignored,0.9,0,0,0,low,2026-06-12 07:41:19,como → cómo,Es que no sé como usar subjuntivo
195,correction,ignored,0.9,1,0,0,low,2026-06-11 17:38:52,utiles → útiles,Dame una lista de palabras utiles
192,correction,ignored,0.9,0,0,0,low,2026-06-11 07:11:19,mio → mío,"Uno de los dos es mio, el otro es de mi mujer. Nosotros trabajamos desde casa"
191,correction,ignored,0.9,0,0,0,low,2026-06-11 07:11:14,Si → Sí,"Si, es verdad"
190,correction,ignored,0.9,3,0,0.1,low,2026-06-10 17:50:57,tambien → también,Hay techo en mi casa. Paredes tambien
146,correction,ignored,0.9,0,0,0,low,2026-06-05 18:10:08,Explicame → Explícame,No entiendo. Explicame en otra manera
142,correction,ignored,0.9,0,0,0,low,2026-06-05 18:08:55,Es qué → Es que,Es qué aún he escuchado solo tres episodios del podcast. Habían solo filósofos clásicos en esos episodios
115,correction,ignored,0.9,0,0,0,low,2026-06-03 19:47:50,a → un,a protrait en español
77,correction,ignored,0.9,0,0,0,low,2026-06-03 07:08:49,ya qué → ya que,Ayer fuí al gimnasio. No salgo para hacer senderismo ya qué tengo que trabajar
76,correction,ignored,0.9,6,0.2,0.05,high,2026-06-03 07:08:49,fuí → fui,Ayer fuí al gimnasio. No salgo para hacer senderismo ya qué tengo que trabajar
67,correction,ignored,0.9,0,0,0,low,2026-06-02 21:09:46,Creo qué → Creo que,Creo qué ya que el homro izquerdo no puede mantener su lado el barbell pesa más en lo derecho
64,correction,ignored,0.9,0,0,0,low,2026-06-02 21:07:34,esa falta → esa falta,No noticía esa falta antes de hoy
57,correction,ignored,0.9,0,0,0,low,2026-06-02 21:06:35,homro → hombro,Paracé qué la fuerza en el homro a la izquerda es una problema.
54,correction,ignored,0.9,0,0,0,low,2026-06-02 21:05:41,tuvé → tuve,empecé haciendo overhead squats con 27kg pero tras dos series tuvé que bajar el peso. 27kg es demasiado para mi
31,correction,ignored,0.9,1,0.2,0,high,2026-06-02 16:08:05,cafeteria → cafetería,"No estaba es esta cafeteria, solo es un texto de ejercicio"
29,correction,ignored,0.9,1,0.2,0,high,2026-06-02 16:07:24,llovia → llovía,"Entré, llovia"
13,phrase,ignored,0.7,0,0,0,medium,2026-06-02 16:50:35,opciones,con tantas opciones
297,correction,ignored,0.55,0,0,0,medium,2026-07-03 22:45:12,con que → con qué,Y con que son los cruasanes?
292,correction,archived,0.9,0,0,0,medium,2026-06-28 11:28:36,mucha calor → mucho calor,"Me gustaría dar un paseo pero hoy hace mucha calor, ahora mismo está 38 grados y prefiero estar en casa"
231,correction,archived,0.9,0,0,0,medium,2026-06-18 09:11:12,¿Funcionas? → ¿Funciona?,¿Funcionas?
187,correction,archived,0.9,0,0,0,medium,2026-06-10 07:55:21,No hay de que → No hay de qué,No hay de que
104,correction,archived,0.9,0,0,0,medium,2026-06-03 19:21:12,nececito → necesito,"Vale, nececito charlar contigo para mejorar mi españos y hablar con fluidez con mi maestra. Necesito todas las palabras."
96,word,archived,0.9,0,0,0,medium,2026-06-03 19:17:18,vender,¿Cómo se dice sell en español?
88,phrase,archived,0.9,0,0,0,medium,2026-06-03 18:34:58,techo,cómo se dice потолок en español
84,correction,archived,0.9,0,0,0,medium,2026-06-03 18:20:34,Qúe → Qué,¿Qúe es linterna?
11,correction,archived,0.9,0,0,0,medium,2026-06-02 16:50:03,aplicaciónes → aplicaciones,"Siempre uso las aplicaciónes. Por ejemplo en Polonia donde vivo actualmente, uso mapa-tyrystyczna.pl"
7,correction,archived,0.9,2,0,0,high,2026-06-02 16:46:29,qué → que,Sabía qué la parte más alta es pico
35,phrase,archived,0.9,0,0,0,low,2026-06-02 16:20:17,despistado / despistada,Qué es despistado?
22,word,archived,0.9,3,0,0.30000000000000004,high,2026-06-02 15:32:36,bajada,Qué es agradecer? Qué es bajada?
19,phrase,archived,0.9,2,0,0.2,high,2026-06-02 15:32:36,agradecer,tus articulaciones lo agradecen
112,word,archived,0.7,0,0,0,medium,2026-06-03 19:46:22,susurrar,¿Cómo se dice whisper en español?
108,collocation,archived,0.7,0,0,0,medium,2026-06-03 19:21:12,hablar con fluidez,"Vale, nececito charlar contigo para mejorar mi españos y hablar con fluidez con mi maestra. Necesito todas las palabras."
43,collocation,archived,0.7,0,0,0,medium,2026-06-02 16:45:37,a tu aire,Qué es a mi aire?
33,phrase,archived,0.7,0,0,0,low,2026-06-02 16:20:17,ser despistado,Soy muy despistado
